"train_1"	"train_2"	"train_3"	"train_4"	"train_5"	"train_6"	"train_7"	"train_8"	"train_9"	"train_10"	"train_11"	"train_12"	"train_13"	"train_14"	"train_15"	"train_16"	"train_17"	"train_18"	"train_19"	"train_20"	"train_21"	"train_22"	"train_23"	"train_24"	"train_25"
"1"	0.0014	0.000562500000000001	0.000347826086956522	0.00030070332571216	0.000418495044113182	4e-04	0.000349079340609594	0.000307067667962818	0.000365539302107428	0.000381257744657376	0.000376873603118204	0.000310907132970882	0.000388128981818842	0.00034304016519872	0.000281644456039744	0.00037963992777724	0.00027165446142993	0.000391392878341916	0.000340810048297735	0.000272850818643745	0.000277314759665468	0.000275514581004241	0.000403357063985436	0.000652887183374207	0.000141510056486014
"2"	0.00108	0.001125	0.00117391304347826	0.00351597758684805	0.000754747126316198	0.000574846938941198	0.000308318679976291	0.000363584258974726	0.000474107952712256	0.000377764069392315	0.000345334365131663	0.000326749019167484	0.000314559888729441	0.000416657914131432	0.000297921755612507	0.000284405519650961	0.000420014214296519	0.000373676269965888	0.000299681046603698	0.000291712259324762	0.000345399641143934	0.000164198836378819	0.000359370907417902	0.000340003531122248	8.56330529347584e-05
"3"	0.0014	0.001125	0.000347826086956522	0.00122727272727273	0.000642857142857143	0.000553850979481771	0.000586194871851621	0.000314795752688679	0.000347337180533423	0.000268203063937286	0.000433739046877193	0.000394475670147527	0.000519825801825418	0.0003713791664105	0.000270876426390589	0.000244741089695769	0.000502130694985663	0.00024875794654575	0.000333596359104491	0.000283011357753336	0.000610184389230386	0.000359832887994371	0.000452947500531875	0.000291131115529602	0.000571907106699091
"4"	0.0014	0.000333333333333333	0.00117391304347826	0.000613636363636364	0.000391229594140941	0.000512497572849282	0.000308548655919312	0.00033370226527348	0.000392209614439764	0.00041895791836514	0.000533333333333334	0.000272125506186404	0.000357072090215619	0.000301834192037782	0.000526389969746047	0.000302746910636677	0.000401078129590121	0.000354787811072839	0.000340186060506641	0.000304665953197209	0.000320101405323168	0.000156853528769689	0.000453010002030216	0.00030020683444512	0.000160495169686577
"5"	0.00172	0.000333333333333333	0.00152173913043478	0.000363636363636364	0.00106977747660882	0.000299773017280775	0.000293816378847024	0.000424966662359627	0.000328248929458352	0.000342055795627791	0.000430777762754151	0.000376872848662672	0.000355258784052064	0.000282525062099345	0.000289547345252243	0.000306040601689857	0.000330172150086945	0.000307195632592099	0.000280383660448541	0.000469064162111712	0.000423108708354902	0.000407017586989649	0.000244438420897513	0.000234905681845758	0.000867156461308305
"6"	0.00172	0.001125	0.000586956521739131	0.00219283001722231	0.000858518186285097	0.000332483207349327	0.000328409240845042	0.000643579586384475	0.000396927665623992	0.000288811627177416	0.000313261437771366	0.000334434057545492	0.000558895682117772	0.000333080443636996	0.000330036710947338	0.000253252283896735	0.000290660623112078	0.00022932526866708	0.000260685499792784	0.000227568281340995	0.000511303087087798	0.00033765577314966	0.000458362186202528	0.000384064239638802	0.000287113805727439
"7"	0.0014	0.00112500000000001	0.000347826086956521	0.000666802032933042	0.000341577854469933	0.000292545721218	0.000309422934548041	0.000375572770419953	0.000456524043449229	0.000378224518697333	0.000264240673936644	0.000363413100396598	0.000276457965819799	0.000338526681545528	0.000494839941680339	0.000346763177659413	0.000281325521448107	0.000411292614235381	0.000355879417039457	0.000218027271194184	0.00028536862413758	0.000439667410214721	0.000296761235680464	0.000126706159309439	0.000247368098581101
"8"	0.0014	0.0005625	0.00117391304347826	0.00122727272727273	0.000642857142857143	0.000996903990140107	0.000710526315789474	0.000401916119424368	0.000375428700550518	0.000300112063687356	0.000334323663115463	0.000312018503706843	0.000334082252465692	0.000282121007962956	0.000347398023578344	0.000372240785985116	0.000323608397361444	0.000311541560341538	0.000319594783997223	0.000439011231120904	0.000344387205445484	0.000515136163457391	9.84715419216786e-05	0.000220966361918133	0.000172397409365435
"9"	0.00108	0.0005625	0.00117391304347826	0.00259090909090909	0.000368471864737376	0.000675000000000001	0.000264923455096683	0.000488926856349802	0.000347353318595072	0.0016875	0.00033549858137062	0.000330889422634478	0.000310957816279258	0.000444458994629022	0.000357487821681143	0.000308677904649584	0.000262728827028087	0.000287314334874844	0.000253945722737718	0.000195008362163767	0.000346951496839804	0.000316265938185653	0.000378556004841217	0.00041969608757453	0.000172397409365434
"10"	0.00108	0.00145833333333333	0.000347826086956522	0.000613636363636365	0.00128571428571429	0.000527067506915546	0.000370828491861943	0.000304945148399122	0.000491999982913825	0.000290527592181794	0.000436142997145753	0.000417074859270795	0.000305089947684967	0.000392653890523542	0.000242967046590727	0.000290316888843015	0.000295270200761327	0.000275177387071674	0.000297833087621497	0.000344226307928835	0.000297344733658392	0.000350626165048976	0.000335105733388138	0.000272531728611617	9.77704983521861e-05
"11"	0.0014	0.001125	0.000347826086956521	0.00216674217056497	0.000511467147288349	0.00047715474421007	0.000391278669395961	0.000294290626893789	0.000368471381360132	0.000387357840991859	0.000290184580454374	0.000391102265361026	0.000252104842095394	0.000300173528658602	0.000466994226226444	0.000300033292787066	0.000388283265953459	0.000333772962021343	0.000241963365952732	0.000284863520096119	0.000144573167094555	0.00037115543100561	0.000316851300083628	0.000405751022261432	0.000416634741131716
"12"	0.0014	0.000333333333333335	0.00117391304347826	0.00122727272727273	0.000380952380952383	0.000559121990076341	0.000407288293172965	0.000750000000000001	0.000359781599341524	0.000470096716889737	0.000401043132242243	0.0003235439238561	0.000329412994099411	0.000312949652929321	0.000370663811426116	0.000275418376708223	0.000371776803673828	0.000336947253055911	0.000555118444422699	0.000188437413624367	0.000250796733347574	0.000230817062019836	0.00024174508099161	0.00051631535792382	0.000161751295560896
"13"	0.00108	0.000333333333333333	0.00117391304347827	0.000613636363636364	0.000515355362813924	0.00135	0.000314220274307364	0.000351259254921807	0.000359629690301811	0.000319481082874068	0.000319914358210351	0.000355246177203368	0.000344953177830795	0.000289407695653444	0.000284646907140505	0.000260534289970957	0.000303380356619747	0.000305803326622432	0.000409986395983068	0.00036701684785098	0.000343407003448973	0.000537572925506982	0.000439165692193557	0.0004107639082381	0.000220140916556158
"14"	0.0014	0.00179166666666667	0.000739130434782608	0.000363636363636366	0.000456457227798328	0.00135	0.000700571963341584	0.000547189537045024	0.00037709179785065	0.000314957918960033	0.000306578909025934	0.000361549392445727	0.000324106794073087	0.000382954077358429	0.000372114798531588	0.000350044195199513	0.000253458550194509	0.000304250443606965	0.000338398854292261	0.000337008877197398	0.000460398072933101	0.000298323511768614	0.000266029944664071	0.000177843277523904	0.000164244993051455
"15"	0.0014	0.00145833333333333	0.000347826086956522	0.000613636363636364	0.000668366794263261	0.00049611194945676	0.000623791444702817	0.000405825537700561	0.000465865316978219	0.000271201808255298	0.000320632951725755	0.000363981433142872	0.000502668642027224	0.000300894091196674	0.000348101662285738	0.000316170924406399	0.000241789548374558	0.000337876295862403	0.000327335830313706	0.000363175724286717	0.000425716663133243	0.0003898069577466	0.000374873476482013	0.000442947597826698	0.000297227388527493
"16"	0.0014	0.001125	0.00117391304347826	0.00122727272727273	0.000380952380952382	4e-04	0.000342112927785342	0.000310051283861075	0.000329957584144202	0.000363668170532668	0.000343711920598549	0.000310567216049374	0.000429165159216767	0.000487607313233717	0.000296261876134535	0.000335041962720874	0.000335307051929537	0.000409335584552324	0.000282414502301383	0.000350261960327139	0.000394917056883392	0.000209042467211873	0.00033942825920235	0.000192754413618683	0.000869732352741464
"17"	0.00172	0.000333333333333332	0.00117391304347826	0.00272727272727272	0.00375305711458596	0.000917449876898041	0.00142105263157895	0.000792751559555212	0.000789156099217179	0.000359919734580688	0.00032833247246616	0.000319405705246845	0.000292961848853467	0.000357626683127305	0.000362126558663501	0.000350728574567768	0.000437973044592665	0.000219059277923066	0.000327297164586226	0.00042778818990041	0.000601682030281875	0.000307914041090255	0.000379043875491581	0.000292856821657951	0.000318341752621572
"18"	0.00172	0.000562500000000001	0.00117391304347826	0.00126663049930867	5e-04	0.000690792112270529	0.000699453348339285	0.000290917097786305	0.000338370953386374	0.00060718089065749	0.000363000398136838	0.000267246880300146	0.000332191547297665	0.00034085100149	0.0002998771826282	0.000255682002184536	0.00031926705428977	0.000246826459240013	0.000398809190137081	0.000210918601804425	0.000573278493302336	0.000351075076507176	0.000367158021981485	0.00026274944491009	0.000376468059509306
"19"	0.00172	0.000333333333333332	0.000586956521739131	0.000363636363636365	0.000913954221907932	0.000268118806518879	0.000710526315789474	0.000279330943227855	0.000406185681696515	0.000322031600694893	0.000467806298111025	0.00033196886513174	0.00025821651718383	0.000298236809505036	0.000302872347003871	0.000298040952409189	0.000392524015141114	0.000270564104854904	0.000313527425601493	0.000255003837337942	0.000305537368926064	0.000198245086925078	0.000374788450404552	0.000523716903431775	0.000201609357970336
"20"	0.0014	0.00179166666666668	0.00117391304347826	0.00122727272727273	0.000551593198976866	0.000342486053293309	0.000478503320768586	0.000448125922461	0.000332161739202039	0.000278245311293036	0.000497063066873583	0.000334014314673749	0.000318399477948759	0.000314406242385366	0.000368360423360746	0.000287753777566896	0.000395678137292048	0.000376817228130032	0.000371241033913723	0.000439687470572522	0.000277925571303151	0.00022099009149094	0.000418514758243864	0.000351775889857869	0.000571907106699092
"21"	0.0014	0.001125	0.00260869565217392	0.00656005813646378	0.000520906359780572	0.000299351188799306	0.000497282269252429	0.000526390585825294	0.000470588235294118	0.000280315650758921	0.000655974262090254	0.000393915257070402	0.000295932310059375	0.000283300639212838	0.000429721786123115	0.000338357172583714	0.000481358062257001	0.000324988088959088	0.000414514376079231	0.00023811068273431	0.000309645605609684	0.000379789459772348	0.000369524300745882	0.000335459996661253	0.000160495169686574
"22"	0.0014	0.000333333333333326	0.00117391304347826	0.000363636363636365	0.000714737182780154	0.000400000000000008	0.000472504184658138	0.000335355945949463	0.000442560017241665	0.000405373599254537	0.000433242717344978	0.000372527847239361	0.000325089693515189	0.000418230822477819	0.000497066618137602	0.000392904533036195	0.000348423736690928	0.000348112849634362	0.000320158755651936	0.000421169085664563	0.000486253634515289	0.000251256887204429	0.000370328164423438	0.000258810125721213	0.000276128647516678
"23"	0.00172	0.00145833333333333	0.00260869565217391	0.000613636363636364	0.000642857142857143	0.000675000000000001	0.000710526315789474	0.0015	0.000476841873257427	0.000504529748615359	0.00042123858855693	0.000472886955360193	0.000350191059555369	0.000322314805398351	0.000336374718307995	0.000429169384751202	0.000300943449237938	0.000422163077666219	0.000290918636854814	0.000173197140161797	0.000381882095067711	0.000173585987827645	0.00024174508099161	0.000218043868217695	0.00057190710669909
"24"	0.0014	0.001125	0.00117391304347826	0.00122727272727273	0.000642857142857143	0.000618104875195563	0.000301988896380473	0.000423550999285096	0.000470588235294119	0.000319072044762125	0.000428822320949044	0.000504975160260232	0.000433958221197655	0.000334500660800535	0.000498016475050021	0.000385574873599111	0.000323860560320669	0.000310458950457073	0.00032638477994019	0.00017995778112634	0.000258629303398638	0.000154406659517334	0.000376497638768399	0.000240262651028657	0.000161751295560899
"25"	0.0014	0.000333333333333335	0.00117391304347826	0.0021818181818182	0.001107159907135	0.000675	0.000328085270470622	0.000585198214257989	0.000479130462054089	0.000280131569427613	0.000347624078816555	0.000296052770835034	0.000352658837449659	0.000383568724892813	0.000289677452810478	0.000328772409065772	0.000294045057476385	0.000367283042962845	0.000314485295564418	0.000238483374911803	0.000230145653801565	0.000253702339537164	0.000316582063872801	0.000398850597708452	9.77704983521895e-05
"26"	0.00172	0.0005625	0.000347826086956523	0.000363636363636366	0.000495748321464522	0.000356843110119385	0.00165789473684211	0.00060049088181468	0.000358323853376067	0.000290287551806305	0.000313690739986704	0.000339414019154026	0.000306092016322054	0.000288242370933544	0.00036128189097128	0.000366456002809393	0.000345138976356096	0.000311516960855817	0.000280115265010674	0.000404058654643847	0.000340375465390873	0.000301657072076564	0.000166856155924585	0.000351444201145858	4.64808308096747e-05
"27"	0.0014	0.0005625	0.00117391304347826	0.00237280402275487	0.00128571428571429	0.000675	0.00031571598387612	0.000576191471828424	0.000548926437067295	0.00034591464722284	0.000483793703148213	0.000533052606006682	0.000312021376685765	0.000339133493037226	0.000301829811108399	0.000278197169603137	0.000355533703864732	0.000373766763764857	0.000289615164689699	0.000234241064969287	0.000393694642637898	0.000257486161883247	0.000293083008214781	0.000798515599335435	0.00011585681070907
"28"	0.00172	0.000562500000000001	0.0018695652173913	0.000363636363636364	0.00089608657975127	0.000525578054041311	0.000472037885447019	0.000352088175511248	0.000347317102373111	0.000483547019235982	0.000325532635789458	0.000521058262614758	0.000489766347710411	0.000443722372787848	0.000401607259317743	0.000350678219943334	0.000279912170123959	0.000275103378032416	0.00029914078627569	0.000327279030677497	0.000345336181277252	0.00052295498101121	0.000362058439154634	0.000466986640643002	0.000172397409365437
"29"	0.0014	0.000333333333333333	0.000586956521739132	0.00122727272727273	0.000501655266721	0.000400000000000002	0.000505954747813112	0.000317427818415255	0.000375280156334097	0.000369791259582924	0.000325126287194454	0.000299244561353087	0.000294414791187269	0.000329443275106836	0.000308448503447185	0.000337584519851059	0.000341839715918908	0.000345283918744214	0.000308285692400795	0.000329792465417036	0.000293985026839435	0.000239048159619829	0.000375120221042508	0.000440629417823734	8.56330529347579e-05
"30"	0.0014	0.00179166666666667	0.00117391304347826	0.000613636363636364	0.000380952380952381	0.000912753882923223	0.000478434583274175	0.000315745645708385	0.000472801907232966	0.000430557357733267	0.000409163524944903	0.000358917507708939	0.000526261910480204	0.00042071167939591	0.000293822382049693	0.000297436693276999	0.00029301489095629	0.000290234866704037	0.000255535952503898	0.000275953419622787	0.000288880018859625	0.000181966126237139	0.000140244943846985	0.00025502005775598	0.000376468059509309
"31"	0.0014	0.001125	0.00117391304347826	0.000946429250059119	0.000284060370587213	0.000399999999999999	0.000412868814140128	0.000363885619450056	0.000310024370731894	0.000336767115242435	0.000407325403342148	0.000341979857453317	0.000302973196040901	0.000365407349355614	0.000337193424813009	0.000270808746618871	0.000270695780351762	0.000284993743944634	0.000297593667561848	0.00032721181797073	0.00030374651974751	0.00037549037699379	0.000519364423299568	0.000490080149015774	0.000376468059509308
"32"	0.0014	0.000333333333333332	0.000586956521739132	0.00233902460039686	0.000380952380952381	0.000367476206471546	0.000590227713951996	0.000444444444444448	0.000346306944474828	0.000632240704277204	0.000419649345492197	0.000397855705964204	0.000295519321586073	0.000356126571123963	0.000352595205852619	0.000381819798894422	0.000221713296744933	0.000368209054729714	0.000213849428577797	0.000410422764846342	0.000249350478570548	0.000412674476339723	0.000594237143641653	0.000199864729212206	0.000164244993051459
"33"	0.00172	0.00145833333333333	0.00034782608695652	0.000363636363636364	0.000647439376355651	4e-04	0.000392390206096569	0.000371580981567962	0.000392335321384779	0.00028575871593037	0.000337174263075814	0.000261613765254475	0.000345177205489108	0.000385441092053121	0.000415129905086076	0.000326647025100874	0.000356895001869464	0.000267614328514671	0.000385702592774463	0.000367998331231907	0.000435191223093378	0.000153720424852366	0.000417000226797811	0.000535716042668631	0.000161751295560897
"34"	0.00172	0.00179166666666669	0.000347826086956523	0.000363636363636364	0.000642857142857143	0.000578293116921943	0.000373369819167236	0.000490843993502131	0.000457703355282743	0.00042460278660904	0.000339739915239432	0.000342496770220695	0.00042017696647847	0.000363405420473385	0.000339873682958589	0.000313673149136516	0.000360845513421496	0.000356607281441193	0.000221644995067614	0.000360085055841862	0.000352479312984564	0.000354189660229897	0.000189143983858328	0.00018623435688596	0.000164244993051457
"35"	0.00108	0.001125	0.000521739130434783	0.00122727272727273	0.000508156190701903	0.000718935501148734	0.000331150912748132	0.0015	0.000311753835241663	0.000307392571017042	0.00052712700983957	0.000272798735573108	0.000373294649904906	0.000260035077249466	0.000409971374256603	0.000324400815349521	0.000332165747921451	0.000361664190655125	0.000343679741541216	0.000195402884935146	0.000271799070636872	0.000222267763880471	0.000197780999697132	0.000140391222147014	0.000847778900323273
"36"	0.0014	0.001125	0.000586956521739131	0.00122727272727273	0.00199402710620568	0.000588617639598423	0.000710526315789474	0.000421142129694743	0.000381751836588365	0.000445167378204166	0.000339382458900245	0.000330442230733765	0.000343603628399837	0.000318601745006311	0.000555825944338809	0.000369264361235877	0.000336656042230656	0.000287960342731825	0.00035233155446327	0.000266086979594805	0.000376272589919642	0.000458897518684695	0.000501472632546315	0.000450686835495163	0.000115856810709072
"37"	0.0014	0.0005625	0.00117391304347826	6e-04	0.000380952380952382	0.000620186672793213	0.000434953051000619	0.000299682934878357	0.000334412959848685	0.000574786461179147	0.0003198378209865	0.000296362588929971	0.000322148475419189	0.000266012722496965	0.000293536916069544	0.000345985627053531	0.000290005557233275	0.000265118026713644	0.000377133316185439	0.00025876644526692	0.000276998742786923	0.000447598288718558	0.00040036210569818	0.000463966969327963	0.000117463248694544
"38"	0.00172	0.000333333333333335	0.000456521739130436	0.000363636363636363	0.000570668760210182	0.000403178669499451	0.000260002454551081	0.000287301686190558	0.000266091910543686	0.000300717459528444	0.000400442323532648	0.000365425135089629	0.000264941672304186	0.000337391578238826	0.000322959972656995	0.0003564315829755	0.000389704870446926	0.000242971882412723	0.000365269691233595	0.000330828136740909	0.000277177297364003	0.000484306708894338	0.000468264926733162	0.000165908037518904	0.000115856810709066
"39"	0.0014	0.00145833333333333	0.000586956521739131	0.00115373603729928	0.000500000000000001	0.00054981797588105	0.000560859317662059	0.000281074158026724	0.000390976754474553	0.000577158649210834	0.000416447168007744	0.000322427230787703	0.000365685460492581	0.000400443421465945	0.000497583122191351	0.000262191894866413	0.000279889727576982	0.000298392174807727	0.000311140018053269	0.000257070820239218	0.00030838074795221	0.000639329551885089	0.000322113027615892	0.000156186637616643	0.000210488881767041
"40"	0.00172	0.000333333333333334	0.00082608695652174	0.00156328717534286	0.00182308368090146	0.000749184497219516	0.000595420280668202	0.000526821802592175	0.000336570151988166	0.00028743838733522	0.000337443504058927	0.000383482835824281	0.000294225997084434	0.000310035899443993	0.000300167382099729	0.000399048156539333	0.000226200375461379	0.000434542327068149	0.000352267191110842	0.000309131830225988	0.000340397761042652	0.000237281733789737	0.000341305752621211	0.000253524821705122	0.000867156461308304
"41"	0.00172	0.000333333333333333	0.00117391304347826	0.00158336407725108	0.000763858333816414	0.000365659671962551	0.000726692420596714	0.000332922995862449	0.000448855969957282	0.000427746500619093	0.000301299279589352	0.00041160465958659	0.000321129698048292	0.000300095300727865	0.000391190288794506	0.000377310176499773	0.000375174263947436	0.000414212300414826	0.000310984745645507	0.000321784907599646	0.000232640264335303	0.000227773229278088	0.000148721259289234	0.00053346822891587	4.64808308096753e-05
"42"	0.0014	0.001125	0.000586956521739132	0.00122727272727273	0.000777129446662531	0.000620300515352537	0.00142105263157895	0.000334378203660496	0.000270614643368535	0.000361727234879234	0.000272615131094927	0.000287767628145108	0.000491141098517001	0.000294590205893227	0.000518040955332004	0.000433013084301797	0.000266891058065343	0.000193027628283833	0.000305213352111346	0.000325323463393042	0.000241178168039307	0.000396208369017533	0.00020361842660384	0.000270705833695277	0.000201609357970335
"43"	0.00172	0.0005625	0.0018695652173913	0.000363636363636367	0.000445911568569033	0.000285986934774762	0.000587167206671019	0.000456922842792561	0.00029468710528228	0.000372945269025481	0.000359360584104657	0.000276970065318753	0.000498290617797487	0.000331372336991416	0.000314516519731883	0.000404513177399689	0.000350638232106733	0.000246436667000669	0.000243311495329571	0.000331912455192794	0.000212742687846419	0.000185016290216933	0.000362714561035496	0.000154417911173489	0.000287113805727439
"44"	0.0014	0.000562500000000002	0.000586956521739132	0.000363636363636367	0.00128571428571429	0.000478643232455759	0.000703880402650416	0.00048510119534475	0.000309203257007588	0.000495039232382374	0.000339083522238034	0.000387306423193828	0.000393522222695895	0.000342229906318655	0.000279057531613354	0.000297747083043474	0.00026173200366731	0.000372464193193097	0.0003310290065154	0.000372413793233633	0.000389125919054758	0.000230237738727799	0.000176654005971898	0.000177082744349725	0.000141510056486014
"45"	0.00108	0.00145833333333333	0.000586956521739132	0.00239186772565941	0.000313654711721398	4e-04	0.000339812899442215	0.000298174082211702	0.000402827856694502	0.000376835996240566	0.000339637495099115	0.000304852767403061	0.000296619806266024	0.000308073483014145	0.000331153688012593	0.000287356875622887	0.0002642635964406	0.000430259641260852	0.000275103189225412	0.000332813068050835	0.000450863712182651	0.000247517237163899	0.000147541755163764	0.000400019888464156	0.000602915130210498
"46"	0.00172	0.00145833333333333	0.00117391304347826	0.00122727272727273	0.00116671340516898	0.00298092595094107	0.000701277240696048	0.000255529740719611	0.000351886821925517	0.000285181785272521	0.000321101287121986	0.000346747605640854	0.000482173306804136	0.00026271589240425	0.00035772733271083	0.000386335906430795	0.000344906746591793	0.000300104171483268	0.000364483985563858	0.00026282644953284	0.00036824603847434	0.000370481861631056	0.00032957722442588	0.00037482014906325	0.000602915130210499
"47"	0.0014	0.001125	0.000586956521739132	0.000613636363636364	0.00207048766142678	0.00135	0.000386329331180556	0.000372449074094863	0.00045278366365753	0.000535254897636898	0.0003839186759478	0.000257820846688934	0.000323146512001959	0.000325304466930441	0.000331635813705939	0.000354616108117127	0.00025774906176532	0.000252206207855772	0.000289125940210132	0.000484579095510177	0.000336637377624489	0.000310603239819493	0.000390209540800441	0.000504529296337776	0.000160495169686575
"48"	0.00172	0.00112500000000001	0.00082608695652174	0.000772727272727274	0.000378953601783254	0.00043914570470173	0.00063269733747963	0.000297058975834957	0.000620543292842677	0.000433241386654735	0.000553078941565292	0.00028374266908122	0.000332240935619554	0.000333703056305337	0.000259571449397493	0.000439337017809891	0.000424855560445467	0.00034209685686807	0.000265099231426715	0.00034351700779298	0.000356645205928089	0.000405170261810757	0.000411416363599818	0.000222720753049965	0.000276128647516678
"49"	0.00108	0.000562500000000001	0.00117391304347826	0.00122727272727273	0.0037530571145859	0.000785075821485896	0.000328382181423604	0.000299321443986034	0.000383462641091479	0.000321246340793206	0.000293309999586982	0.000332766441696644	0.000331353651434682	0.000391970020757528	0.00034408731283866	0.000362508351709917	0.000329746296112158	0.000292708027352882	0.000350334079202532	0.000217133143154248	0.000341071789259025	0.00039534369041739	0.000422670127312802	0.000177082744349727	0.000602915130210499
